own_sums,useable ace,dealer_card,reward,game over
12,False,9,-1.0,True
16,False,5,0.0,False
26,False,5,-1.0,True
16,False,8,0.0,False
26,False,8,-1.0,True
7,False,8,0.0,False
7,False,8,-1.0,True
20,True,3,0.0,False
20,True,3,1.0,True
21,True,6,0.0,False
21,True,6,1.0,True
13,False,9,0.0,False
23,False,9,-1.0,True
20,False,10,0.0,False
20,False,10,1.0,True
16,False,9,0.0,False
16,False,9,-1.0,True
15,False,10,0.0,False
15,False,10,-1.0,True
14,False,10,0.0,False
22,False,10,-1.0,True
15,False,10,0.0,False
15,False,10,-1.0,True
19,True,3,0.0,False
14,False,3,0.0,False
24,False,3,-1.0,True
6,False,10,0.0,False
16,False,10,0.0,False
16,False,10,-1.0,True
4,False,10,0.0,False
14,False,10,0.0,False
14,False,10,-1.0,True
7,False,3,0.0,False
10,False,3,0.0,False
10,False,3,1.0,True
20,False,6,0.0,False
20,False,6,1.0,True
12,False,10,0.0,False
12,False,10,-1.0,True
14,False,9,0.0,False
18,False,9,0.0,False
18,False,9,1.0,True
20,False,10,0.0,False
27,False,10,-1.0,True
6,False,2,0.0,False
6,False,2,-1.0,True
13,False,3,0.0,False
23,False,3,-1.0,True
12,False,9,0.0,False
12,False,9,-1.0,True
21,True,4,0.0,False
17,False,4,0.0,False
27,False,4,-1.0,True
19,False,3,0.0,False
23,False,3,-1.0,True
13,False,1,0.0,False
19,False,1,0.0,False
29,False,1,-1.0,True
16,False,3,0.0,False
16,False,3,-1.0,True
10,False,10,0.0,False
20,False,10,0.0,False
28,False,10,-1.0,True
16,False,4,0.0,False
16,False,4,-1.0,True
12,False,10,0.0,False
18,False,10,0.0,False
18,False,10,1.0,True
20,False,3,0.0,False
30,False,3,-1.0,True
13,False,3,0.0,False
15,False,3,0.0,False
25,False,3,-1.0,True
16,False,4,0.0,False
16,False,4,1.0,True
20,False,10,0.0,False
20,False,10,1.0,True
14,False,4,0.0,False
18,False,4,0.0,False
18,False,4,-1.0,True
15,False,10,0.0,False
16,False,10,0.0,False
26,False,10,-1.0,True
13,False,10,0.0,False
18,False,10,0.0,False
18,False,10,-1.0,True
18,True,9,0.0,False
21,True,9,0.0,False
21,True,9,1.0,True
15,False,2,0.0,False
15,False,2,1.0,True
13,False,10,0.0,False
13,False,10,-1.0,True
8,False,10,0.0,False
13,False,10,0.0,False
13,False,10,-1.0,True
13,False,4,0.0,False
23,False,4,-1.0,True
9,False,10,0.0,False
14,False,10,0.0,False
14,False,10,-1.0,True
14,False,8,0.0,False
20,False,8,0.0,False
20,False,8,-1.0,True
21,True,10,0.0,False
21,True,10,1.0,True
21,True,6,0.0,False
21,False,6,0.0,False
21,False,6,1.0,True
13,False,4,0.0,False
23,False,4,-1.0,True
11,False,10,0.0,False
11,False,10,1.0,True
13,False,10,0.0,False
13,False,10,-1.0,True
12,False,10,0.0,False
22,False,10,-1.0,True
9,False,10,0.0,False
9,False,10,-1.0,True
8,False,1,0.0,False
18,False,1,0.0,False
28,False,1,-1.0,True
15,False,10,0.0,False
15,False,10,-1.0,True
13,False,2,0.0,False
13,False,2,1.0,True
13,False,10,0.0,False
15,False,10,0.0,False
15,False,10,-1.0,True
16,True,3,0.0,False
16,False,3,0.0,False
16,False,3,-1.0,True
17,False,1,0.0,False
25,False,1,-1.0,True
20,True,2,0.0,False
20,True,2,1.0,True
13,False,4,0.0,False
23,False,4,-1.0,True
15,False,6,0.0,False
22,False,6,-1.0,True
16,False,1,0.0,False
20,False,1,0.0,False
26,False,1,-1.0,True
14,False,2,0.0,False
23,False,2,-1.0,True
18,False,5,0.0,False
18,False,5,1.0,True
13,False,2,0.0,False
23,False,2,-1.0,True
18,False,3,0.0,False
18,False,3,1.0,True
9,False,8,0.0,False
13,False,8,0.0,False
22,False,8,-1.0,True
12,False,6,0.0,False
14,False,6,0.0,False
14,False,6,-1.0,True
17,False,10,0.0,False
18,False,10,0.0,False
28,False,10,-1.0,True
12,False,6,0.0,False
22,False,6,-1.0,True
16,False,3,0.0,False
26,False,3,-1.0,True
17,False,4,0.0,False
17,False,4,1.0,True
15,False,10,0.0,False
25,False,10,-1.0,True
17,False,10,0.0,False
17,False,10,-1.0,True
12,False,8,0.0,False
12,False,8,-1.0,True
16,False,6,0.0,False
26,False,6,-1.0,True
15,False,5,0.0,False
15,False,5,1.0,True
11,False,7,0.0,False
14,False,7,0.0,False
16,False,7,0.0,False
18,False,7,0.0,False
18,False,7,-1.0,True
11,False,1,0.0,False
11,False,1,-1.0,True
21,True,8,0.0,False
21,True,8,1.0,True
5,False,8,0.0,False
5,False,8,-1.0,True
15,False,10,0.0,False
21,False,10,0.0,False
30,False,10,-1.0,True
14,False,5,0.0,False
14,False,5,-1.0,True
10,False,10,0.0,False
20,False,10,0.0,False
20,False,10,0.0,True
13,False,5,0.0,False
17,False,5,0.0,False
17,False,5,-1.0,True
13,False,4,0.0,False
13,False,4,1.0,True
12,False,10,0.0,False
21,False,10,0.0,False
31,False,10,-1.0,True
15,False,10,0.0,False
22,False,10,-1.0,True
7,False,9,0.0,False
13,False,9,0.0,False
13,False,9,-1.0,True
16,False,4,0.0,False
16,False,4,1.0,True
14,False,8,0.0,False
14,False,8,-1.0,True
10,False,5,0.0,False
13,False,5,0.0,False
20,False,5,0.0,False
20,False,5,1.0,True
15,False,9,0.0,False
15,False,9,1.0,True
12,False,5,0.0,False
12,False,5,-1.0,True
20,False,3,0.0,False
20,False,3,-1.0,True
20,False,3,0.0,False
23,False,3,-1.0,True
7,False,1,0.0,False
11,False,1,0.0,False
11,False,1,-1.0,True
13,False,9,0.0,False
13,False,9,-1.0,True
18,False,1,0.0,False
18,False,1,-1.0,True
9,False,7,0.0,False
15,False,7,0.0,False
15,False,7,-1.0,True
19,False,1,0.0,False
21,False,1,0.0,False
21,False,1,1.0,True
11,False,1,0.0,False
11,False,1,-1.0,True
11,False,5,0.0,False
14,False,5,0.0,False
24,False,5,-1.0,True
13,False,9,0.0,False
23,False,9,-1.0,True
15,False,10,0.0,False
15,False,10,-1.0,True
15,False,7,0.0,False
25,False,7,-1.0,True
12,False,1,0.0,False
17,False,1,0.0,False
17,False,1,-1.0,True
13,False,6,0.0,False
22,False,6,-1.0,True
13,False,10,0.0,False
13,False,10,-1.0,True
16,False,2,0.0,False
26,False,2,-1.0,True
21,True,4,0.0,False
19,False,4,0.0,False
25,False,4,-1.0,True
5,False,3,0.0,False
15,False,3,0.0,False
15,False,3,-1.0,True
11,False,10,0.0,False
12,False,10,0.0,False
12,False,10,-1.0,True
17,False,10,0.0,False
27,False,10,-1.0,True
13,False,10,0.0,False
13,False,10,-1.0,True
12,False,3,0.0,False
22,False,3,-1.0,True
18,False,1,0.0,False
18,False,1,-1.0,True
15,False,6,0.0,False
15,False,6,1.0,True
21,True,10,0.0,False
21,True,10,1.0,True
17,False,10,0.0,False
17,False,10,0.0,True
12,False,5,0.0,False
12,False,5,-1.0,True
8,False,10,0.0,False
8,False,10,-1.0,True
12,False,10,0.0,False
22,False,10,-1.0,True
13,False,9,0.0,False
13,False,9,-1.0,True
17,False,8,0.0,False
17,False,8,0.0,True
19,False,4,0.0,False
19,False,4,1.0,True
19,False,2,0.0,False
24,False,2,-1.0,True
17,False,1,0.0,False
17,False,1,0.0,True
12,False,2,0.0,False
22,False,2,-1.0,True
15,False,10,0.0,False
15,False,10,-1.0,True
13,False,10,0.0,False
13,False,10,-1.0,True
16,False,5,0.0,False
16,False,5,-1.0,True
12,False,4,0.0,False
13,False,4,0.0,False
21,False,4,0.0,False
25,False,4,-1.0,True
9,False,6,0.0,False
15,False,6,0.0,False
15,False,6,1.0,True
17,True,4,0.0,False
17,True,4,-1.0,True
19,False,5,0.0,False
19,False,5,1.0,True
11,False,6,0.0,False
11,False,6,1.0,True
15,False,10,0.0,False
23,False,10,-1.0,True
16,False,2,0.0,False
21,False,2,0.0,False
21,False,2,1.0,True
12,False,10,0.0,False
12,False,10,-1.0,True
12,False,1,0.0,False
22,False,1,-1.0,True
17,False,4,0.0,False
17,False,4,-1.0,True
20,False,10,0.0,False
26,False,10,-1.0,True
9,False,10,0.0,False
11,False,10,0.0,False
21,False,10,0.0,False
24,False,10,-1.0,True
8,False,1,0.0,False
8,False,1,-1.0,True
9,False,5,0.0,False
9,False,5,-1.0,True
5,False,7,0.0,False
15,False,7,0.0,False
25,False,7,-1.0,True
17,False,10,0.0,False
25,False,10,-1.0,True
20,False,6,0.0,False
30,False,6,-1.0,True
14,False,10,0.0,False
24,False,10,-1.0,True
6,False,3,0.0,False
6,False,3,-1.0,True
12,False,10,0.0,False
12,False,10,-1.0,True
7,False,3,0.0,False
13,False,3,0.0,False
19,False,3,0.0,False
27,False,3,-1.0,True
16,False,3,0.0,False
16,False,3,-1.0,True
11,False,9,0.0,False
17,False,9,0.0,False
22,False,9,-1.0,True
13,False,4,0.0,False
13,False,4,-1.0,True
19,True,2,0.0,False
19,True,2,1.0,True
21,True,6,0.0,False
18,False,6,0.0,False
26,False,6,-1.0,True
13,False,2,0.0,False
13,False,2,-1.0,True
20,False,2,0.0,False
20,False,2,1.0,True
16,False,2,0.0,False
16,False,2,1.0,True
10,False,7,0.0,False
10,False,7,-1.0,True
13,False,10,0.0,False
18,False,10,0.0,False
19,False,10,0.0,False
20,False,10,0.0,False
30,False,10,-1.0,True
15,True,8,0.0,False
17,True,8,0.0,False
17,False,8,0.0,False
21,False,8,0.0,False
26,False,8,-1.0,True
16,True,4,0.0,False
20,True,4,0.0,False
20,True,4,1.0,True
12,False,10,0.0,False
12,False,10,-1.0,True
10,False,5,0.0,False
10,False,5,-1.0,True
15,False,10,0.0,False
15,False,10,-1.0,True
17,False,7,0.0,False
18,False,7,0.0,False
28,False,7,-1.0,True
20,False,1,0.0,False
20,False,1,-1.0,True
8,False,10,0.0,False
8,False,10,1.0,True
21,True,10,0.0,False
21,False,10,0.0,False
31,False,10,-1.0,True
13,True,6,0.0,False
12,False,6,0.0,False
14,False,6,0.0,False
15,False,6,0.0,False
24,False,6,-1.0,True
20,False,10,0.0,False
20,False,10,0.0,True
12,False,10,0.0,False
18,False,10,0.0,False
18,False,10,1.0,True
13,False,1,0.0,False
13,False,1,-1.0,True
16,False,10,0.0,False
19,False,10,0.0,False
23,False,10,-1.0,True
16,False,10,0.0,False
16,False,10,-1.0,True
17,True,10,0.0,False
12,False,10,0.0,False
12,False,10,-1.0,True
12,False,7,0.0,False
12,False,7,-1.0,True
14,False,8,0.0,False
24,False,8,-1.0,True
19,False,10,0.0,False
26,False,10,-1.0,True
13,False,10,0.0,False
20,False,10,0.0,False
28,False,10,-1.0,True
14,False,3,0.0,False
19,False,3,0.0,False
23,False,3,-1.0,True
12,False,3,0.0,False
12,False,3,-1.0,True
15,True,5,0.0,False
15,True,5,1.0,True
12,True,3,0.0,False
12,True,3,-1.0,True
20,True,4,0.0,False
12,False,4,0.0,False
12,False,4,1.0,True
7,False,4,0.0,False
7,False,4,-1.0,True
15,False,2,0.0,False
21,False,2,0.0,False
21,False,2,1.0,True
12,False,3,0.0,False
22,False,3,-1.0,True
14,False,6,0.0,False
14,False,6,-1.0,True
12,False,10,0.0,False
12,False,10,-1.0,True
15,False,10,0.0,False
20,False,10,0.0,False
20,False,10,1.0,True
16,False,9,0.0,False
19,False,9,0.0,False
19,False,9,1.0,True
11,False,10,0.0,False
11,False,10,-1.0,True
13,True,1,0.0,False
13,True,1,-1.0,True
17,False,2,0.0,False
19,False,2,0.0,False
29,False,2,-1.0,True
16,False,10,0.0,False
16,False,10,-1.0,True
15,False,2,0.0,False
15,False,2,1.0,True
14,False,7,0.0,False
14,False,7,-1.0,True
13,False,5,0.0,False
13,False,5,-1.0,True
13,False,10,0.0,False
13,False,10,-1.0,True
17,False,5,0.0,False
18,False,5,0.0,False
23,False,5,-1.0,True
14,False,4,0.0,False
21,False,4,0.0,False
23,False,4,-1.0,True
15,False,10,0.0,False
15,False,10,-1.0,True
18,False,6,0.0,False
28,False,6,-1.0,True
8,False,6,0.0,False
8,False,6,-1.0,True
20,False,1,0.0,False
27,False,1,-1.0,True
20,False,2,0.0,False
20,False,2,-1.0,True
16,False,10,0.0,False
16,False,10,-1.0,True
12,True,7,0.0,False
12,True,7,-1.0,True
6,False,8,0.0,False
6,False,8,-1.0,True
13,False,10,0.0,False
23,False,10,-1.0,True
15,False,5,0.0,False
24,False,5,-1.0,True
20,False,2,0.0,False
22,False,2,-1.0,True
7,False,3,0.0,False
10,False,3,0.0,False
10,False,3,-1.0,True
7,False,8,0.0,False
7,False,8,-1.0,True
21,True,10,0.0,False
21,True,10,0.0,True
20,False,10,0.0,False
20,False,10,-1.0,True
10,False,5,0.0,False
10,False,5,1.0,True
7,False,10,0.0,False
15,False,10,0.0,False
15,False,10,1.0,True
19,False,4,0.0,False
19,False,4,1.0,True
12,False,10,0.0,False
12,False,10,1.0,True
8,False,5,0.0,False
8,False,5,-1.0,True
19,False,10,0.0,False
19,False,10,1.0,True
17,True,10,0.0,False
17,True,10,-1.0,True
16,False,4,0.0,False
16,False,4,-1.0,True
17,False,8,0.0,False
17,False,8,0.0,True
14,False,5,0.0,False
24,False,5,-1.0,True
12,False,6,0.0,False
22,False,6,-1.0,True
17,False,5,0.0,False
17,False,5,-1.0,True
18,True,3,0.0,False
18,True,3,1.0,True
21,True,4,0.0,False
21,True,4,1.0,True
13,True,10,0.0,False
13,False,10,0.0,False
13,False,10,-1.0,True
20,False,1,0.0,False
20,False,1,1.0,True
16,False,7,0.0,False
16,False,7,1.0,True
18,True,10,0.0,False
18,True,10,1.0,True
18,False,6,0.0,False
18,False,6,-1.0,True
12,False,4,0.0,False
21,False,4,0.0,False
31,False,4,-1.0,True
14,False,9,0.0,False
15,False,9,0.0,False
20,False,9,0.0,False
20,False,9,1.0,True
11,False,5,0.0,False
16,False,5,0.0,False
16,False,5,1.0,True
14,False,4,0.0,False
14,False,4,-1.0,True
11,False,10,0.0,False
17,False,10,0.0,False
27,False,10,-1.0,True
6,False,10,0.0,False
6,False,10,-1.0,True
13,True,8,0.0,False
13,False,8,0.0,False
16,False,8,0.0,False
16,False,8,-1.0,True
16,True,10,0.0,False
17,True,10,0.0,False
17,True,10,1.0,True
20,False,8,0.0,False
20,False,8,-1.0,True
11,False,1,0.0,False
11,False,1,-1.0,True
9,False,6,0.0,False
17,False,6,0.0,False
17,False,6,0.0,True
19,False,8,0.0,False
19,False,8,1.0,True
13,False,10,0.0,False
13,False,10,1.0,True
15,False,10,0.0,False
15,False,10,1.0,True
17,False,9,0.0,False
17,False,9,-1.0,True
17,False,3,0.0,False
19,False,3,0.0,False
25,False,3,-1.0,True
9,False,4,0.0,False
19,False,4,0.0,False
19,False,4,1.0,True
5,False,10,0.0,False
15,False,10,0.0,False
17,False,10,0.0,False
19,False,10,0.0,False
29,False,10,-1.0,True
13,True,10,0.0,False
13,False,10,0.0,False
22,False,10,-1.0,True
21,True,4,0.0,False
21,True,4,1.0,True
12,False,10,0.0,False
15,False,10,0.0,False
25,False,10,-1.0,True
12,False,1,0.0,False
12,False,1,-1.0,True
15,False,6,0.0,False
15,False,6,1.0,True
12,False,3,0.0,False
17,False,3,0.0,False
17,False,3,-1.0,True
12,True,10,0.0,False
12,True,10,-1.0,True
18,False,10,0.0,False
18,False,10,0.0,True
12,False,9,0.0,False
22,False,9,-1.0,True
17,False,10,0.0,False
17,False,10,-1.0,True
6,False,10,0.0,False
16,False,10,0.0,False
16,False,10,1.0,True
7,False,8,0.0,False
15,False,8,0.0,False
15,False,8,-1.0,True
21,True,3,0.0,False
21,False,3,0.0,False
21,False,3,1.0,True
9,False,10,0.0,False
19,False,10,0.0,False
29,False,10,-1.0,True
12,False,1,0.0,False
17,False,1,0.0,False
17,False,1,-1.0,True
12,False,5,0.0,False
15,False,5,0.0,False
15,False,5,-1.0,True
15,False,5,0.0,False
15,False,5,1.0,True
5,False,4,0.0,False
16,True,4,0.0,False
16,False,4,0.0,False
16,False,4,1.0,True
20,False,5,0.0,False
28,False,5,-1.0,True
18,False,2,0.0,False
21,False,2,0.0,False
21,False,2,1.0,True
20,False,3,0.0,False
20,False,3,1.0,True
17,False,7,0.0,False
27,False,7,-1.0,True
10,False,10,0.0,False
19,False,10,0.0,False
19,False,10,0.0,True
17,False,10,0.0,False
17,False,10,-1.0,True
18,False,10,0.0,False
18,False,10,-1.0,True
19,False,1,0.0,False
26,False,1,-1.0,True
12,False,9,0.0,False
12,False,9,-1.0,True
15,False,10,0.0,False
15,False,10,-1.0,True
13,False,10,0.0,False
13,False,10,-1.0,True
15,False,6,0.0,False
24,False,6,-1.0,True
8,False,4,0.0,False
8,False,4,1.0,True
20,False,1,0.0,False
20,False,1,-1.0,True
18,False,9,0.0,False
18,False,9,1.0,True
12,True,9,0.0,False
12,False,9,0.0,False
12,False,9,1.0,True
7,False,3,0.0,False
7,False,3,1.0,True
18,True,7,0.0,False
15,False,7,0.0,False
20,False,7,0.0,False
20,False,7,1.0,True
17,False,4,0.0,False
18,False,4,0.0,False
28,False,4,-1.0,True
14,False,6,0.0,False
18,False,6,0.0,False
26,False,6,-1.0,True
9,False,8,0.0,False
19,False,8,0.0,False
19,False,8,1.0,True
18,False,5,0.0,False
19,False,5,0.0,False
19,False,5,1.0,True
21,True,4,0.0,False
21,True,4,1.0,True
12,False,8,0.0,False
19,False,8,0.0,False
19,False,8,1.0,True
11,False,9,0.0,False
12,False,9,0.0,False
12,False,9,-1.0,True
15,False,10,0.0,False
20,False,10,0.0,False
21,False,10,0.0,False
30,False,10,-1.0,True
17,False,8,0.0,False
17,False,8,0.0,True
12,False,5,0.0,False
12,False,5,1.0,True
12,False,10,0.0,False
12,False,10,-1.0,True
14,False,5,0.0,False
15,False,5,0.0,False
15,False,5,-1.0,True
14,False,5,0.0,False
14,False,5,-1.0,True
9,False,3,0.0,False
15,False,3,0.0,False
15,False,3,1.0,True
19,False,9,0.0,False
19,False,9,0.0,True
14,False,2,0.0,False
14,False,2,-1.0,True
16,False,2,0.0,False
24,False,2,-1.0,True
16,False,10,0.0,False
22,False,10,-1.0,True
18,True,10,0.0,False
18,True,10,-1.0,True
14,False,7,0.0,False
23,False,7,-1.0,True
14,False,1,0.0,False
24,False,1,-1.0,True
15,False,7,0.0,False
19,False,7,0.0,False
21,False,7,0.0,False
21,False,7,0.0,True
15,False,4,0.0,False
15,False,4,-1.0,True
15,False,10,0.0,False
15,False,10,-1.0,True
18,False,5,0.0,False
26,False,5,-1.0,True
18,False,2,0.0,False
23,False,2,-1.0,True
13,False,1,0.0,False
15,False,1,0.0,False
23,False,1,-1.0,True
18,False,7,0.0,False
28,False,7,-1.0,True
10,False,7,0.0,False
10,False,7,-1.0,True
15,False,3,0.0,False
25,False,3,-1.0,True
20,False,10,0.0,False
20,False,10,0.0,True
14,False,10,0.0,False
14,False,10,1.0,True
20,True,10,0.0,False
21,True,10,0.0,False
21,True,10,1.0,True
10,False,10,0.0,False
20,False,10,0.0,False
21,False,10,0.0,False
21,False,10,1.0,True
9,False,10,0.0,False
9,False,10,-1.0,True
13,False,7,0.0,False
13,False,7,-1.0,True
16,False,9,0.0,False
20,False,9,0.0,False
20,False,9,1.0,True
16,False,7,0.0,False
24,False,7,-1.0,True
14,False,1,0.0,False
18,False,1,0.0,False
18,False,1,-1.0,True
10,False,8,0.0,False
10,False,8,1.0,True
11,False,7,0.0,False
11,False,7,-1.0,True
20,False,10,0.0,False
29,False,10,-1.0,True
14,False,10,0.0,False
22,False,10,-1.0,True
20,False,9,0.0,False
24,False,9,-1.0,True
7,False,10,0.0,False
10,False,10,0.0,False
20,False,10,0.0,False
20,False,10,1.0,True
21,True,6,0.0,False
21,True,6,0.0,True
6,False,7,0.0,False
16,False,7,0.0,False
24,False,7,-1.0,True
16,False,1,0.0,False
16,False,1,-1.0,True
16,False,10,0.0,False
26,False,10,-1.0,True
21,True,10,0.0,False
21,True,10,1.0,True
8,False,10,0.0,False
17,False,10,0.0,False
27,False,10,-1.0,True
8,False,10,0.0,False
10,False,10,0.0,False
10,False,10,-1.0,True
13,False,1,0.0,False
13,False,1,-1.0,True
16,False,7,0.0,False
16,False,7,-1.0,True
17,False,8,0.0,False
21,False,8,0.0,False
21,False,8,1.0,True
9,False,9,0.0,False
19,False,9,0.0,False
19,False,9,1.0,True
5,False,10,0.0,False
15,False,10,0.0,False
25,False,10,-1.0,True
7,False,1,0.0,False
7,False,1,-1.0,True
12,False,1,0.0,False
12,False,1,1.0,True
11,False,3,0.0,False
11,False,3,1.0,True
17,False,2,0.0,False
17,False,2,-1.0,True
17,False,10,0.0,False
17,False,10,1.0,True
17,False,3,0.0,False
17,False,3,1.0,True
17,False,3,0.0,False
17,False,3,-1.0,True
16,False,8,0.0,False
26,False,8,-1.0,True
16,False,7,0.0,False
16,False,7,-1.0,True
19,False,7,0.0,False
27,False,7,-1.0,True
16,True,2,0.0,False
14,False,2,0.0,False
14,False,2,-1.0,True
11,False,7,0.0,False
11,False,7,1.0,True
7,False,10,0.0,False
10,False,10,0.0,False
20,False,10,0.0,False
20,False,10,0.0,True
13,False,3,0.0,False
13,False,3,-1.0,True
15,False,9,0.0,False
15,False,9,-1.0,True
9,False,4,0.0,False
19,False,4,0.0,False
19,False,4,1.0,True
8,False,3,0.0,False
17,False,3,0.0,False
21,False,3,0.0,False
30,False,3,-1.0,True
18,False,10,0.0,False
26,False,10,-1.0,True
17,True,10,0.0,False
17,False,10,0.0,False
17,False,10,-1.0,True
10,False,10,0.0,False
10,False,10,-1.0,True
16,False,10,0.0,False
21,False,10,0.0,False
21,False,10,1.0,True
19,True,1,0.0,False
17,False,1,0.0,False
25,False,1,-1.0,True
13,False,2,0.0,False
13,False,2,1.0,True
13,False,10,0.0,False
16,False,10,0.0,False
16,False,10,1.0,True
17,True,3,0.0,False
17,True,3,-1.0,True
14,False,8,0.0,False
18,False,8,0.0,False
18,False,8,-1.0,True
14,False,2,0.0,False
14,False,2,-1.0,True
20,False,8,0.0,False
20,False,8,1.0,True
21,True,10,0.0,False
21,True,10,1.0,True
17,False,3,0.0,False
19,False,3,0.0,False
22,False,3,-1.0,True
15,False,10,0.0,False
15,False,10,1.0,True
19,False,9,0.0,False
26,False,9,-1.0,True
13,False,4,0.0,False
13,False,4,1.0,True
14,False,5,0.0,False
18,False,5,0.0,False
28,False,5,-1.0,True
18,False,3,0.0,False
18,False,3,1.0,True
15,False,1,0.0,False
20,False,1,0.0,False
20,False,1,-1.0,True
15,False,4,0.0,False
20,False,4,0.0,False
20,False,4,1.0,True
17,False,10,0.0,False
17,False,10,-1.0,True
17,True,3,0.0,False
17,True,3,-1.0,True
8,False,9,0.0,False
10,False,9,0.0,False
16,False,9,0.0,False
22,False,9,-1.0,True
16,False,10,0.0,False
16,False,10,1.0,True
19,False,3,0.0,False
19,False,3,-1.0,True
10,False,1,0.0,False
12,False,1,0.0,False
12,False,1,-1.0,True
11,False,4,0.0,False
18,False,4,0.0,False
18,False,4,1.0,True
5,False,2,0.0,False
5,False,2,-1.0,True
13,False,5,0.0,False
13,False,5,-1.0,True
16,False,1,0.0,False
26,False,1,-1.0,True
12,False,2,0.0,False
20,False,2,0.0,False
20,False,2,1.0,True
20,False,8,0.0,False
26,False,8,-1.0,True
13,False,10,0.0,False
13,False,10,1.0,True
16,False,2,0.0,False
16,False,2,1.0,True
18,False,7,0.0,False
28,False,7,-1.0,True
16,False,8,0.0,False
24,False,8,-1.0,True
12,False,8,0.0,False
19,False,8,0.0,False
19,False,8,1.0,True
8,False,2,0.0,False
11,False,2,0.0,False
11,False,2,-1.0,True
20,False,4,0.0,False
24,False,4,-1.0,True
18,False,10,0.0,False
21,False,10,0.0,False
23,False,10,-1.0,True
14,True,9,0.0,False
18,True,9,0.0,False
17,False,9,0.0,False
17,False,9,0.0,True
12,False,6,0.0,False
22,False,6,-1.0,True
11,False,7,0.0,False
19,False,7,0.0,False
29,False,7,-1.0,True
19,False,10,0.0,False
24,False,10,-1.0,True
14,False,10,0.0,False
14,False,10,1.0,True
12,False,10,0.0,False
12,False,10,1.0,True
8,False,4,0.0,False
16,False,4,0.0,False
16,False,4,1.0,True
19,False,1,0.0,False
21,False,1,0.0,False
21,False,1,0.0,True
5,False,2,0.0,False
5,False,2,1.0,True
8,False,10,0.0,False
8,False,10,-1.0,True
9,False,7,0.0,False
9,False,7,-1.0,True
19,False,10,0.0,False
21,False,10,0.0,False
21,False,10,1.0,True
14,False,8,0.0,False
19,False,8,0.0,False
24,False,8,-1.0,True
11,False,10,0.0,False
15,False,10,0.0,False
15,False,10,-1.0,True
6,False,3,0.0,False
